"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",21.54,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",30.578,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",55.562,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",65.883,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",76.091,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",87.92,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",101.773,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",121.897,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",129.619,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",135.652,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",137.117,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",141.775,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",137.761,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",143.213,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",143.395,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",153.226,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",153.589,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",154.635,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",154.454,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",155.209,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",155.571,
"FIN","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",156.055,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2009-Q4",27.062,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",30.205,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",35.525,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",38.469,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",42.469,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",46.083,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",49.964,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2013-Q2",52.35,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2013-Q4",55.383,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2014-Q2",59.796,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2014-Q4",64.711,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2015-Q2",69.544,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2015-Q4",73.796,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2016-Q2",76.571,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2016-Q4",79.1,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2017-Q2",81.202,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2017-Q4",83.712,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2018-Q2",85.248,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2018-Q4",88.524,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2019-Q2",90.801,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2019-Q4",93.646,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2020-Q2",93.073,
"FRA","WIRELESSWIRED","TOT","100HAB","Q","2020-Q4",95.784,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2010-Q2",26.341,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2010-Q4",26.406,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2011-Q2",29.645,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2011-Q4",35.628,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2012-Q2",39.365,
"DEU","WIRELESSWIRED","TOT","100HAB","Q","2012-Q4",41.799,
